"symbol","stock_code","component_name","sw_level1_name","pe_ttm","pb_mrq","ps_ttm","pcf_ocf_ttm","total_market_cap","notlimited_marketcap_a","valuation_bucket","market_cap_bucket","fundamental_quality_flag","fundamental_score","data_status"
"600116.SH","600116","三峡水利","公用事业","25.0867","1.0459","1.1301","10.6044","11855286004.8","11855286004.8","中性","大","中性","0.5","ok"
"600120.SH","600120","浙江东方","未映射","18.108","1.0222","10.0837","10.5818","16769523125.72","16769523125.72","低估值","大","稳健","1.5","ok"
"600123.SH","600123","兰花科创","煤炭","-15.5231","0.617","1.1156","37.5415","9325609332.93","9325609332.93","高估值","中","中性","-0.5","ok"
"600129.SH","600129","太极集团","医药生物","88.8025","2.7784","0.972","28.5745","9914498966.3","9914498966.3","高估值","中","中性","-0.5","ok"
"600133.SH","600133","东湖高新","环保","29.4672","0.8968","2.2128","33.7192","8167397442.5","8167397442.5","中性","中","中性","0.5","ok"
"600151.SH","600151","航天机电","电力设备","-29.2881","2.9951","3.8682","29.14","13195121040.4","13195121040.4","高估值","大","中性","-0.5","ok"
"600155.SH","600155","华创云信","非银金融","49.7546","0.6284","3.8179","10.2828","12572921269.36","12572921269.36","中性","大","中性","0.5","ok"
"600158.SH","600158","中体产业","社会服务","-32.6251","2.607","2.856","-715.9906","6256025196.84","6256025196.84","高估值","中","风险","-1.5","ok"
"600163.SH","600163","中闽能源","公用事业","19.9793","1.2715","5.9898","4.831","9324681100.7","9324681100.7","低估值","中","稳健","1.5","ok"
"600167.SH","600167","联美控股","公用事业","22.1166","1.1093","4.2514","9.595","13282873517.81","13282873517.81","低估值","大","稳健","1.5","ok"
"600179.SH","600179","安通控股","交通运输","16.7588","1.5202","2.0099","8.6373","18407142358.65","16800911453.25","低估值","大","稳健","1.5","ok"
"600184.SH","600184","光电股份","国防军工","219.702","3.2938","4.5949","-64.7374","11258294681.76","11258294681.76","高估值","大","风险","-1.5","ok"
"600185.SH","600185","珠免集团","商贸零售","-9.5779","99.7802","2.7135","21.4472","8614476483.15","8614476483.15","高估值","中","中性","-0.5","ok"
"600186.SH","600186","莲花控股","食品饮料","52.2633","9.7333","5.0005","47.2413","18375837570.25","18338667482.75","高估值","大","中性","-0.5","ok"
"600201.SH","600201","生物股份","农林牧渔","130.181","2.4856","9.7566","45.0519","13574440955.46","13574440955.46","高估值","大","中性","-0.5","ok"
"600206.SH","600206","有研新材","电子","141.2029","9.2841","3.7843","-41.0639","40338266269.8","40338266269.8","高估值","大","风险","-1.5","ok"
"600210.SH","600210","紫江企业","轻工制造","9.1864","1.4441","1.0444","10.8686","9980123919.64","9980123919.64","低估值","中","稳健","1.5","ok"
"600211.SH","600211","西藏药业","医药生物","13.3511","3.3116","4.3152","11.9765","12915330183.72","12915330183.72","中性","大","中性","0.5","ok"
"600216.SH","600216","浙江医药","医药生物","16.0378","1.0719","1.3667","7.1687","12049321007.5","11920910121.75","低估值","大","稳健","1.5","ok"
"600226.SH","600226","亨通股份","公用事业","107.885","5.8992","10.1018","-49.3611","21861701996.4","21861701996.4","高估值","大","风险","-1.5","ok"
"600246.SH","600246","万通发展","房地产","-47.7362","7.6477","76.9965","1207.7547","34934914818.48","33989616318.48","高估值","大","中性","-0.5","ok"
"600248.SH","600248","陕建股份","建筑装饰","-790.3404","0.3888","0.0862","25.1631","10807534222.26","10783701322.26","高估值","大","中性","-0.5","ok"
"600252.SH","600252","中恒集团","医药生物","-17.0895","1.325","4.4083","102.7995","6973317123.3","6973317123.3","高估值","中","中性","-0.5","ok"
"600258.SH","600258","首旅酒店","社会服务","15.4381","1.0562","1.6972","3.9227","12930264199.08","12930264199.08","低估值","大","稳健","1.5","ok"
"600259.SH","600259","中稀有色","有色金属","110.7109","7.5937","4.755","51.9944","27809792320.6","27809792320.6","高估值","大","中性","-0.5","ok"
"600266.SH","600266","城建发展","房地产","-28.5422","0.4566","0.2651","-1.6243","8344488898.14","8344488898.14","高估值","中","风险","-1.5","ok"
"600267.SH","600267","海正药业","医药生物","20.137","1.5802","1.3717","6.3698","14139659710.08","14139659710.08","低估值","大","稳健","1.5","ok"
"600268.SH","600268","国电南自","电力设备","21.1694","2.7583","1.106","58.317","10422834182.28","10418983317","低估值","中","稳健","1.5","ok"
"600269.SH","600269","赣粤高速","交通运输","8.1683","0.466","1.4793","3.5106","9201503635.16","9201503635.16","低估值","中","稳健","1.5","ok"
"600273.SH","600273","嘉化能源","基础化工","10.6451","0.8532","0.8302","9.2773","8680866387.64","8680866387.64","低估值","中","稳健","1.5","ok"
"600285.SH","600285","羚锐制药","医药生物","16.474","3.5623","3.2835","18.4447","12998286939.12","12983961939.12","中性","大","中性","0.5","ok"
"600301.SH","600301","华锡有色","有色金属","32.8021","5.4594","4.7589","16.298","27200401597","11839434283","中性","大","中性","0.5","ok"
"600305.SH","600305","恒顺醋业","食品饮料","48.9935","2.1947","3.2628","22.2527","7533847135.76","7522186572.56","中性","中","中性","0.5","ok"
"600315.SH","600315","上海家化","美容护理","44.662","1.7216","1.8995","21.5899","12174012497.8","12174012497.8","中性","大","中性","0.5","ok"
"600320.SH","600320","振华重工","机械设备","25.5171","1.3606","0.5989","4.4575","21762165599.46","13704252421.86","中性","大","中性","0.5","ok"
"600323.SH","600323","瀚蓝环境","环保","11.5879","1.6247","1.6478","6.322","24705018523.8","24705018523.8","低估值","大","稳健","1.5","ok"
"600325.SH","600325","华发股份","房地产","-0.6264","0.7766","0.0966","0.5355","6660208120.72","6660208120.72","高估值","中","中性","-0.5","ok"
"600328.SH","600328","中盐化工","基础化工","-91.7225","0.7562","0.8144","74.3602","8959151246.63","8959151246.63","高估值","中","中性","-0.5","ok"
"600330.SH","600330","天通股份","电子","-113.3387","3.726","8.7804","409.7519","28899368366.88","28899368366.88","高估值","大","中性","-0.5","ok"
"600331.SH","600331","宏达股份","基础化工","-386.9794","8.9558","7.527","-83.3224","27895296000","21457920000","高估值","大","风险","-1.5","ok"
"600335.SH","600335","国机汽车","汽车","18.6274","0.6601","0.2248","1.4604","7705026700.56","7705026700.56","低估值","中","稳健","1.5","ok"
"600338.SH","600338","西藏珠峰","有色金属","20.3888","2.5542","4.2662","18.6927","11537332320.16","11537332320.16","低估值","大","稳健","1.5","ok"
"600345.SH","600345","长江通信","通信","74.2128","4.8892","18.2192","-898.5035","18619789336.68","11950984687.53","中性","大","中性","-0.5","ok"
"600353.SH","600353","旭光电子","电子","186.8339","15.9226","18.4927","622.0524","30790334556.85","30790334556.85","高估值","大","中性","-0.5","ok"
"600361.SH","600361","创新新材","有色金属","15.7273","1.1654","0.1701","25.1401","13288279970.28","13288279970.28","低估值","大","稳健","1.5","ok"
"600366.SH","600366","宁波韵升","有色金属","36.9794","2.3867","2.5968","28.996","15166766503.8","15166766503.8","中性","大","中性","0.5","ok"
"600373.SH","600373","中文传媒","传媒","45.0239","0.5362","1.2849","64.8152","9593194079.28","9593194079.28","中性","中","中性","0.5","ok"
"600388.SH","600388","龙净环保","环保","18.3244","1.9129","1.7477","14.175","21463782351.7","21463782351.7","低估值","大","稳健","1.5","ok"
"600389.SH","600389","江山股份","未映射","13.579","1.8186","1.2637","18.6506","7600972500","7600972500","低估值","中","稳健","1.5","ok"
"600391.SH","600391","航发科技","国防军工","202.4847","5.2447","2.1703","8.2526","9306346855.73","9306346855.73","高估值","中","中性","-0.5","ok"
"600395.SH","600395","盘江股份","煤炭","21.1799","0.9478","1.0382","7.6916","10153535748.62","10153535748.62","低估值","中","稳健","1.5","ok"
"600399.SH","600399","抚顺特钢","钢铁","-9.3333","1.4366","0.9728","-5.6483","7710911000","7710911000","高估值","中","风险","-1.5","ok"
"600403.SH","600403","大有能源","煤炭","-6.4833","4.0268","3.3437","-44.3616","13460273823.26","13460273823.26","高估值","大","风险","-1.5","ok"
"600409.SH","600409","三友化工","基础化工","706.9357","0.8736","0.648","17.3377","12035157281.84","12035157281.84","高估值","大","中性","-0.5","ok"
"600416.SH","600416","湘电股份","电力设备","56.6808","1.2992","2.58","20.4337","12647455030.88","12647455030.88","中性","大","中性","0.5","ok"
"600420.SH","600420","国药现代","未映射","16.9656","0.876","1.3821","11.8365","12191259770.28","12191259770.28","低估值","大","稳健","1.5","ok"
"600422.SH","600422","昆药集团","医药生物","56.8659","1.2815","1.1532","-36.1699","6691665691.88","6691665691.88","中性","中","中性","-0.5","ok"
"600428.SH","600428","中远海特","交通运输","15.7583","1.6959","1.1808","3.9988","29003238575.15","25846668612.31","低估值","大","稳健","1.5","ok"
"600446.SH","600446","金证股份","计算机","-78.2381","2.7014","4.0484","21292.8868","9553864911.85","9553864911.85","高估值","中","中性","-0.5","ok"
"600452.SH","600452","涪陵电力","公用事业","32.4938","2.4415","4.7824","13.1426","14028625301.02","14028625301.02","中性","大","中性","0.5","ok"
"600456.SH","600456","宝钛股份","未映射","35.3544","1.8486","2.1695","115.5044","13387326642.78","13387326642.78","中性","大","中性","0.5","ok"
"600458.SH","600458","时代新材","机械设备","21.2129","1.3702","0.5069","5.5396","11037116666.8","10066241316.45","低估值","大","稳健","1.5","ok"
"600459.SH","600459","贵研铂业","有色金属","24.4192","2.0537","0.2897","-4.4114","16095087226.45","14852257343.9","低估值","大","中性","0.5","ok"
"600461.SH","600461","洪城环境","环保","10.294","1.1851","1.6702","6.0232","12122440305.28","12122440305.28","低估值","大","稳健","1.5","ok"
"600475.SH","600475","华光环能","公用事业","33.9111","1.4671","1.4096","22.364","12704784538.41","12530951338.41","中性","大","中性","0.5","ok"
"600478.SH","600478","科力远","电力设备","54.8235","2.6585","1.3514","14.1347","7794731486.88","7794731486.88","中性","中","中性","0.5","ok"
"600480.SH","600480","凌云股份","未映射","13.2604","1.2429","0.5111","5.4241","10254487307.09","10178623341.38","低估值","中","稳健","1.5","ok"
"600490.SH","600490","鹏欣资源","有色金属","57.0668","2.0444","3.3763","14.0926","13011776024.52","11716613749.68","中性","大","中性","0.5","ok"
"600502.SH","600502","安徽建工","建筑装饰","5.1901","0.6584","0.0949","7.7745","8033378829.84","8033378829.84","低估值","中","稳健","1.5","ok"
"600507.SH","600507","方大特钢","钢铁","12.6381","0.9848","0.5651","28.2281","10108631079.3","10108631079.3","低估值","中","稳健","1.5","ok"
"600508.SH","600508","上海能源","煤炭","45.4712","0.6766","1.0939","8.736","8630698356","8630698356","中性","中","中性","0.5","ok"
"600509.SH","600509","天富能源","公用事业","44.7804","1.2945","1.2117","5.2195","10060589019.24","10060589019.24","中性","中","中性","0.5","ok"
"600528.SH","600528","中铁工业","机械设备","11.4496","0.614","0.5628","5.49","15661938695.4","15661938695.4","低估值","大","稳健","1.5","ok"
"600529.SH","600529","山东药玻","医药生物","18.7685","1.495","2.7693","17.905","12522398312.31","12522398312.31","低估值","大","稳健","1.5","ok"
"600531.SH","600531","豫光金铅","有色金属","16.0938","2.0532","0.2627","14.2572","14583708137.88","14583708137.88","低估值","大","稳健","1.5","ok"
"600550.SH","600550","保变电气","电力设备","83.0936","21.2554","3.2344","36.4209","18967743344","18967743344","高估值","大","中性","-0.5","ok"
"600552.SH","600552","凯盛科技","电子","134.355","4.1318","2.9379","40.2713","17834178158.72","17834178158.72","高估值","大","中性","-0.5","ok"
"600556.SH","600556","天下秀","传媒","369.2554","1.9998","1.9426","-255.0965","7664850002.08","7664850002.08","高估值","中","风险","-1.5","ok"
"600557.SH","600557","康缘药业","医药生物","25.0792","1.5351","2.3158","12.5403","7518588943.68","7518588943.68","中性","中","中性","0.5","ok"
"600559.SH","600559","老白干酒","食品饮料","24.2933","1.9644","2.5773","-94.7173","10757429941.44","10757429941.44","低估值","大","中性","0.5","ok"
"600572.SH","600572","康恩贝","医药生物","22.8953","1.5253","1.6534","10.9281","11067999655.16","11038605176.08","低估值","大","稳健","1.5","ok"
"600575.SH","600575","淮河能源","煤炭","14.6515","1.0214","0.57","6.1942","22790399100.6","12358310186.7","低估值","大","稳健","1.5","ok"
"600577.SH","600577","精达股份","电力设备","27.9469","2.7392","0.6516","12.018","17061824063.5","17061824063.5","中性","大","中性","0.5","ok"
"600587.SH","600587","新华医疗","医药生物","15.75","0.9827","0.797","8.2802","7716518663.28","7716518663.28","低估值","中","稳健","1.5","ok"
"600596.SH","600596","新安股份","基础化工","74.9971","1.2546","1.0441","14.607","15749797561.83","15749797561.83","中性","大","中性","0.5","ok"
"600597.SH","600597","光明乳业","食品饮料","-41.7976","1.0168","0.3937","12.1398","9346052113.14","9345927361.14","高估值","中","中性","-0.5","ok"
"600612.SH","600612","老凤祥","纺织服饰","10.6608","1.3115","0.3671","277.05","18005713436.88","10914913464.6","低估值","大","稳健","1.5","ok"
"600618.SH","600618","氯碱化工","基础化工","13.7904","1.2116","1.4265","6.7075","11540871760.48","7483402960.48","低估值","大","稳健","1.5","ok"
"600619.SH","600619","海立股份","家用电器","109.0038","2.2787","0.6842","11.1522","14060811718.6","10338189853.8","高估值","大","中性","-0.5","ok"
"600621.SH","600621","华鑫股份","非银金融","22.8224","1.5947","5.7635","2.2565","14916244045.52","14916244045.52","低估值","大","稳健","1.5","ok"
"600623.SH","600623","华谊集团","基础化工","30.4141","0.7624","0.3689","2.6328","17189070501.54","15214641684.63","中性","大","中性","0.5","ok"
"600629.SH","600629","华建集团","建筑装饰","1016.8855","3.0012","2.2977","34.8999","15809817072.5","15809817072.5","高估值","大","中性","-0.5","ok"
"600633.SH","600633","浙数文化","传媒","22.3735","1.2659","4.0557","29.8436","13175293764.08","13175293764.08","低估值","大","稳健","1.5","ok"
"600635.SH","600635","大众公用","公用事业","47.7814","1.4616","2.1218","12.3234","12990712570","10642683370","中性","大","中性","0.5","ok"
"600639.SH","600639","浦东金桥","房地产","10.494","0.7266","1.8102","-4.1648","10943525706.75","8289807854.25","低估值","大","中性","0.5","ok"
"600640.SH","600640","国脉文化","传媒","343.1355","2.0339","4.4397","134.8959","8089654694.8","8089654694.8","高估值","中","中性","-0.5","ok"
"600641.SH","600641","先导基电","房地产","-305.5827","4.623","17.1287","-14.7668","37590577024","36946007824","高估值","大","风险","-1.5","ok"
"600643.SH","600643","爱建集团","非银金融","-3.1596","0.6456","4.6252","10.3266","6340819696.44","6329599829.68","高估值","中","中性","-0.5","ok"
"600645.SH","600645","中源协和","医药生物","80.5388","2.3831","6.2349","30.0052","8862951976.6","8859566925.1","高估值","中","中性","-0.5","ok"
"600649.SH","600649","城投控股","房地产","33.4881","0.4342","0.7048","3.2561","9141427803.2","9141427803.2","中性","中","中性","0.5","ok"
"600651.SH","600651","飞乐音响","汽车","225.0639","5.3662","7.8443","65.8669","13537951281","13537951281","高估值","大","中性","-0.5","ok"
"600654.SH","600654","中安科","计算机","104.8209","4.5246","2.5628","68.0167","7625623800.55","6141194330.95","高估值","中","中性","-0.5","ok"
"600657.SH","600657","信达地产","房地产","-0.869","0.4566","1.5714","13.0767","7072658915.6","7072658915.6","高估值","中","中性","-0.5","ok"
"600662.SH","600662","外服控股","社会服务","14.2799","1.7856","0.3952","12.7499","9681798760.96","9653471049.6","低估值","中","稳健","1.5","ok"
"600664.SH","600664","哈药股份","医药生物","36.5012","1.9297","0.7083","15.7457","11308109343.24","11308109343.24","中性","大","中性","0.5","ok"
"600667.SH","600667","太极实业","建筑装饰","94.7648","4.9784","1.4214","49.8377","43524992724.18","43524992724.18","高估值","大","中性","-0.5","ok"
"600675.SH","600675","中华企业","房地产","-30.6625","0.9268","1.6472","-7.7278","13301497728.2","13301497728.2","高估值","大","风险","-1.5","ok"
"600682.SH","600682","南京新百","综合","-8.032","0.4593","1.2137","12.2123","7546191759.81","6530378142.75","高估值","中","中性","-0.5","ok"
"600686.SH","600686","金龙汽车","汽车","13.4485","2.1151","0.3028","5.9822","7686748310.24","7686748310.24","低估值","中","稳健","1.5","ok"
"600710.SH","600710","苏美达","商贸零售","9.7431","1.5608","0.1085","-6.2175","13368046709.82","13368046709.82","低估值","大","中性","0.5","ok"
"600717.SH","600717","天津港","交通运输","11.7014","0.6059","0.9981","4.9651","12386324442.64","12386324442.64","低估值","大","稳健","1.5","ok"
"600718.SH","600718","东软集团","计算机","-18.7863","1.048","0.7674","13.0547","9272401103","9272401103","高估值","中","中性","-0.5","ok"
"600726.SH","600726","华电能源","公用事业","144.4118","9.4159","2.8406","11.4999","46890503725.3","44328743713.44","高估值","大","中性","-0.5","ok"
"600728.SH","600728","佳都科技","计算机","138.1005","1.1502","0.8964","521.8775","9084872851.86","9084872851.86","高估值","中","中性","-0.5","ok"
"600729.SH","600729","重百集团","商贸零售","12.1722","1.0753","0.6135","4.2925","8738589047.68","3818859624.96","低估值","中","稳健","1.5","ok"
"600739.SH","600739","辽宁成大","医药生物","17.731","0.5655","1.7673","37.8703","16669359411.6","16669359411.6","低估值","大","稳健","1.5","ok"
"600740.SH","600740","山西焦化","煤炭","67.6592","0.6007","1.5349","-5.8624","9146772519.78","9146772519.78","中性","中","中性","-0.5","ok"
"600744.SH","600744","华银电力","公用事业","77.4006","8.6663","1.3856","4.1973","11171183507","11171183507","高估值","大","中性","-0.5","ok"
"600746.SH","600746","江苏索普","基础化工","112.6817","1.3523","1.2803","12.7548","7369088598.04","7369088598.04","高估值","中","中性","-0.5","ok"
"600750.SH","600750","华润江中","医药生物","17.7658","3.745","3.9699","19.5674","16163645939.27","15991027099.27","中性","大","中性","0.5","ok"
"600751.SH","600751","海航科技","交通运输","114.1155","1.1006","4.7234","-24.5171","8321099437.21","7385052579.24","高估值","中","风险","-1.5","ok"
"600757.SH","600757","长江传媒","传媒","9.853","0.9033","1.3828","12.6109","9345107102.1","9343927693.1","低估值","中","稳健","1.5","ok"
"600761.SH","600761","安徽合力","机械设备","12.3301","1.3441","0.7351","8.5416","14990359167.63","14990359167.63","低估值","大","稳健","1.5","ok"
"600771.SH","600771","广誉远","医药生物","113.1348","4.407","5.1995","42.5994","7489214457.3","7489214457.3","高估值","中","中性","-0.5","ok"
"600773.SH","600773","西藏城投","房地产","-18.5198","2.4961","23.5763","-33.8746","10581645938.8","10581645938.8","高估值","中","风险","-1.5","ok"
"600776.SH","600776","东方通信","通信","33.615","4.0252","5.9757","-130.0384","15373440783.36","11701440783.36","中性","大","中性","-0.5","ok"
"600782.SH","600782","新钢股份","未映射","-12.625","0.3472","0.2562","-3.791","8819741352.73","8713456452.73","高估值","中","风险","-1.5","ok"
"600783.SH","600783","鲁信创投","机械设备","70.75","2.684","140.8819","-210.1576","11812981995.78","11812981995.78","中性","大","中性","-0.5","ok"
"600787.SH","600787","中储股份","交通运输","18.4114","0.7123","0.1381","10.8641","9960665281.38","9960665281.38","低估值","中","稳健","1.5","ok"
"600789.SH","600789","鲁抗医药","医药生物","88.2204","1.4846","1.3438","9.183","7671692970.52","7415588765.98","高估值","中","中性","-0.5","ok"
"600812.SH","600812","华北制药","医药生物","52.9515","1.5365","0.9667","7.2764","8527179938.9","8527179938.9","中性","中","中性","0.5","ok"
"600821.SH","600821","金开新能","公用事业","-308.095","1.3093","3.5278","3.9414","11803949718","11803949718","高估值","大","中性","-0.5","ok"
"600827.SH","600827","百联股份","商贸零售","11.3858","0.6806","0.581","5.4518","14005719718.45","12594931872","低估值","大","稳健","1.5","ok"
"600835.SH","600835","上海机电","机械设备","26.5412","1.4402","1.053","25.7358","20367499743.9","16307516946","中性","大","中性","0.5","ok"
"600850.SH","600850","电科数字","计算机","39.2231","2.4257","1.1047","117.7631","11908919554.51","11908919554.51","中性","大","中性","0.5","ok"
"600859.SH","600859","王府井","商贸零售","-251.5698","0.5679","1.1065","5.0682","11037006583.68","11035991588.48","高估值","大","中性","-0.5","ok"
"600864.SH","600864","哈投股份","非银金融","36.1432","0.8645","4.0508","3.9951","11151857987.2","11151857987.2","中性","大","中性","0.5","ok"
"600866.SH","600866","星湖科技","基础化工","17.6734","0.9901","0.5186","53.2458","8091371639.92","6115596607.88","低估值","中","稳健","1.5","ok"
"600867.SH","600867","通化东宝","未映射","13.6198","2.3265","5.5345","19.7446","16843468329.4","16843468329.4","低估值","大","稳健","1.5","ok"
"600869.SH","600869","远东股份","电力设备","413.8134","10.5403","1.5877","47.8812","45341376600.78","45341376600.78","高估值","大","中性","-0.5","ok"
"600872.SH","600872","中炬高新","食品饮料","23.4507","2.4425","3.2837","16.6884","14510260977.08","14448314183","低估值","大","稳健","1.5","ok"
"600877.SH","600877","电科芯片","电子","547.2223","6.527","16.65","894.4094","16340020989.6","16340020989.6","高估值","大","中性","-0.5","ok"
"600882.SH","600882","妙可蓝多","食品饮料","76.2905","2.2445","1.6379","25.9409","10433468836.44","10433468836.44","中性","中","中性","0.5","ok"
"600888.SH","600888","新疆众和","有色金属","23.8083","1.3115","2.1515","41.467","16788859108.69","16788859108.69","低估值","大","稳健","1.5","ok"
"600908.SH","600908","无锡银行","银行","5.1423","0.517","2.4639","1.1804","11961015237.75","10896254024.25","低估值","大","稳健","1.5","ok"
"600916.SH","600916","中国黄金","纺织服饰","39.4878","1.6473","0.1622","42.7795","12028800000","12028800000","中性","大","中性","0.5","ok"
"600928.SH","600928","西安银行","银行","5.9395","0.4458","1.4798","-40.088","16000000002","15924074637.6","低估值","大","中性","0.5","ok"
"600929.SH","600929","雪天盐业","基础化工","132.8924","1.0279","1.4415","8.7321","7774136833.44","7774136833.44","高估值","中","中性","-0.5","ok"
"600933.SH","600933","爱柯迪","汽车","12.4711","1.437","1.8425","7.0862","14131864699.96","13459498991.12","低估值","大","稳健","1.5","ok"
"600956.SH","600956","新天绿能","公用事业","20.3829","1.3084","1.7453","5.0237","32356923130.87","16882757587.63","低估值","大","稳健","1.5","ok"
"600961.SH","600961","株冶集团","有色金属","13.3356","5.2567","1.0864","9.6352","26564328126.28","18614874974.48","中性","大","中性","0.5","ok"
"600963.SH","600963","岳阳林纸","轻工制造","-20.2408","0.7211","0.6439","52.1543","5483611704.48","5483611704.48","高估值","中","中性","-0.5","ok"
"600971.SH","600971","恒源煤电","煤炭","-50.5057","0.8014","1.59","8.3699","9516038730.12","9516038730.12","高估值","中","中性","-0.5","ok"
"600986.SH","600986","浙文互联","传媒","-210.327","1.9228","1.2307","23.2791","9920784993.54","9920784993.54","高估值","中","中性","-0.5","ok"
"600993.SH","600993","马应龙","医药生物","17.7968","2.2884","2.6879","15.3245","10509093862.58","10490885050.08","低估值","中","稳健","1.5","ok"
"600996.SH","600996","贵广网络","传媒","-6.079","5.1095","6.5183","28.0659","8016923061.22","8016923061.22","高估值","中","中性","-0.5","ok"
"600997.SH","600997","开滦股份","煤炭","-40.4309","0.6239","0.4882","-130.4087","8447095207.32","8447095207.32","高估值","中","风险","-1.5","ok"
"601003.SH","601003","柳钢股份","未映射","21.9047","1.0125","0.1403","2.1582","9509540593.31","9251683452","低估值","中","稳健","1.5","ok"
"601020.SH","601020","华钰矿业","有色金属","18.0355","3.5887","7.5977","18.2066","15431735616.36","15431735616.36","中性","大","中性","0.5","ok"
"601022.SH","601022","宁波远洋","交通运输","16.9028","1.6653","1.6584","7.6604","10455980338.66","10455980338.66","低估值","中","稳健","1.5","ok"
"601026.SH","601026","道生天合","基础化工","44.8103","3.441","2.7191","115.0023","9073344000","1528539094.4","中性","中","中性","0.5","ok"
"601033.SH","601033","永兴股份","环保","14.0099","1.1421","2.8133","7.1285","12627000000","3367200000","低估值","大","稳健","1.5","ok"
"601038.SH","601038","一拖股份","机械设备","15.6253","1.6056","1.2074","12.4689","13202831981.25","8597536981.25","低估值","大","稳健","1.5","ok"
"601068.SH","601068","中铝国际","建筑装饰","48.4728","4.2136","0.5745","13.6326","12967209398.78","11108623494.78","中性","大","中性","0.5","ok"
"601069.SH","601069","西部黄金","有色金属","21.5473","3.979","1.0613","182.9304","20916539864.08","20369846651.28","中性","大","中性","0.5","ok"
"601083.SH","601083","锦江航运","交通运输","9.3197","1.4234","1.9476","5.4964","13782378000","2067378000","低估值","大","稳健","1.5","ok"
"601089.SH","601089","福元医药","医药生物","20.3656","2.2819","2.5369","25.954","8841600000","8841600000","低估值","中","稳健","1.5","ok"
"601096.SH","601096","宏盛华源","建筑装饰","28.9716","2.334","1.1477","18.1529","11128645166.08","6834782410.56","中性","大","中性","0.5","ok"
"601101.SH","601101","昊华能源","煤炭","31.1503","1.4057","2.1382","8.0322","17308775070.52","17308775070.52","中性","大","中性","0.5","ok"
"601107.SH","601107","四川成渝","交通运输","11.192","0.9565","1.8087","4.2532","16605265800","11743678200","低估值","大","稳健","1.5","ok"
"601126.SH","601126","四方股份","电力设备","48.1821","7.9969","4.8511","39.2938","41347025965","40948988402","中性","大","中性","0.5","ok"
"601137.SH","601137","博威合金","有色金属","-61.4699","1.8555","0.8117","-45.6645","17411251131.4","17398365131.4","高估值","大","风险","-1.5","ok"
"601187.SH","601187","厦门银行","银行","7.2701","0.7152","3.164","-2.9581","19503155092.32","19460678879.88","低估值","大","中性","0.5","ok"
"601200.SH","601200","上海环境","环保","15.7328","0.803","1.5346","5.5909","9490923269.55","9490923269.55","低估值","中","稳健","1.5","ok"
"601208.SH","601208","东材科技","基础化工","136.7377","8.544","9.4739","204.2757","52014319735.07","52014319735.07","高估值","大","中性","-0.5","ok"
"601222.SH","601222","林洋能源","公用事业","61.2858","0.7315","2.1081","19.4667","11083825447.08","11083825447.08","中性","大","中性","0.5","ok"
"601311.SH","601311","骆驼股份","电力设备","12.1261","0.9007","0.5756","10.863","9220928487.48","9220928487.48","低估值","中","稳健","1.5","ok"
"601326.SH","601326","秦港股份","交通运输","11.8789","0.9243","2.7189","8.1131","19164823160","16318427370","低估值","大","稳健","1.5","ok"
"601333.SH","601333","广深铁路","交通运输","13.824","0.7344","0.7282","8.2556","21250611000","16956711000","低估值","大","稳健","1.5","ok"
"601369.SH","601369","陕鼓动力","未映射","22.6658","1.7243","1.6596","13.7087","15683617877.2","15526522757.2","低估值","大","稳健","1.5","ok"
"601375.SH","601375","中原证券","非银金融","37.0358","1.3273","9.1997","2.706","19314400352","14341681952","中性","大","中性","0.5","ok"
"601519.SH","601519","大智慧","计算机","-200.7764","11.7611","18.101","8084.063","15256857200","15256857200","高估值","大","中性","-0.5","ok"
"601528.SH","601528","瑞丰银行","银行","4.7962","0.4664","2.1566","1.8757","9418374696","8907700252.8","低估值","中","稳健","1.5","ok"
"601568.SH","601568","北元化工","基础化工","347.8783","1.2536","1.632","11.1825","14260277784.16","14260277784.16","高估值","大","中性","-0.5","ok"
"601595.SH","601595","上海电影","传媒","122.0468","4.3734","8.7454","16.2252","7399782000","7399782000","高估值","中","中性","-0.5","ok"
"601606.SH","601606","长城军工","国防军工","2733.4334","8.6755","12.0278","-440.1127","18931330376","18931330376","高估值","大","风险","-1.5","ok"
"601609.SH","601609","金田股份","有色金属","23.2003","1.7696","0.1334","29.5091","17908691679.48","17908691679.48","低估值","大","稳健","1.5","ok"
"601619.SH","601619","嘉泽新能","公用事业","20.1413","1.5319","5.0168","4.4727","12204789334.5","10201602085.19","低估值","大","稳健","1.5","ok"
"601636.SH","601636","旗滨集团","建筑材料","119.569","1.297","1.2249","12.0801","19379181918.4","19379181918.4","高估值","大","中性","-0.5","ok"
"601677.SH","601677","明泰铝业","有色金属","9.0631","1.0166","0.5476","100.1821","20141308157.4","20141308157.4","低估值","大","稳健","1.5","ok"
"601678.SH","601678","滨化股份","未映射","44.5578","1.051","0.8203","5.9273","12285707607.6","10421015007.6","中性","大","中性","0.5","ok"
"601702.SH","601702","华峰铝业","有色金属","12.252","2.1615","1.1497","33.6325","14438752476","14438752476","低估值","大","稳健","1.5","ok"
"601777.SH","601777","千里科技","汽车","305.1932","3.3247","3.2601","12.6629","34405571540.31","34405571540.31","高估值","大","中性","-0.5","ok"
"601778.SH","601778","晶科科技","公用事业","56.6584","0.8507","3.9654","4.7005","13365729747.82","13365729747.82","中性","大","中性","0.5","ok"
