"symbol","stock_code","component_name","sw_level1_name","pe_ttm","pb_mrq","ps_ttm","pcf_ocf_ttm","total_market_cap","notlimited_marketcap_a","valuation_bucket","market_cap_bucket","fundamental_quality_flag","fundamental_score","data_status"
"000012.SZ","000012","南  玻A","未映射","1058.2184","0.9057","0.8654","10.5742","11804778986.68","7602148400.24","高估值","大","中性","-0.5","ok"
"000028.SZ","000028","国药一致","医药生物","11.7873","0.6833","0.177","24.8052","12911753206.56","11090348067.15","低估值","大","稳健","1.5","ok"
"000029.SZ","000029","深深房A","未映射","935.8983","6.1146","18.1074","-344.1784","22094654400","19473854400","高估值","大","风险","-1.5","ok"
"000030.SZ","000030","富奥股份","汽车","10.619","0.8262","0.4021","14.3851","7051224464.5","6850714887","低估值","中","稳健","1.5","ok"
"000035.SZ","000035","中国天楹","环保","37.9487","1.021","2.1045","17.3709","10984950737.4","10639918440.8","中性","大","中性","0.5","ok"
"000048.SZ","000048","京基智农","农林牧渔","-58.8119","2.9802","2.262","17.5946","11192580052.5","11173581052.5","高估值","大","中性","-0.5","ok"
"000049.SZ","000049","德赛电池","电力设备","29.0924","1.3841","0.4085","8.3145","9412104926.98","9409568073.14","中性","中","中性","0.5","ok"
"000058.SZ","000058","深赛格","商贸零售","108.4795","3.7221","4.5684","24.8387","7584196139.52","6065994420.64","高估值","中","中性","-0.5","ok"
"000059.SZ","000059","华锦股份","石油石化","-5.1574","0.7287","0.1734","4.5462","7101524864.28","7101393662.28","高估值","中","中性","-0.5","ok"
"000061.SZ","000061","农 产 品","商贸零售","26.46","1.3251","1.8365","14.2538","11453226112.46","10353180170.76","中性","大","中性","0.5","ok"
"000065.SZ","000065","北方国际","建筑装饰","15.5234","0.911","0.832","10.9492","10197462156.02","8560168888.64","低估值","中","稳健","1.5","ok"
"000089.SZ","000089","深圳机场","交通运输","21.7143","1.1334","2.5825","7.2914","13473555674.13","13473555674.13","低估值","大","稳健","1.5","ok"
"000099.SZ","000099","中信海直","交通运输","33.8938","1.8844","4.6949","11.0039","10527200759.09","10527200759.09","中性","中","中性","0.5","ok"
"000156.SZ","000156","华数传媒","传媒","27.5573","0.8142","1.362","9.3933","12359059388.14","11338172099.59","中性","大","中性","0.5","ok"
"000403.SZ","000403","派林生物","医药生物","26.2933","1.1448","3.5701","-34.1371","9285382461.22","9190481497.83","中性","中","中性","-0.5","ok"
"000420.SZ","000420","吉林化纤","基础化工","218.1192","2.0489","1.649","33.6947","9097812869.1","9094731879.1","高估值","中","中性","-0.5","ok"
"000422.SZ","000422","湖北宜化","基础化工","16.4651","2.2667","0.5316","3.4182","14105973714.64","13720401554.64","低估值","大","稳健","1.5","ok"
"000498.SZ","000498","山东路桥","建筑装饰","3.6685","0.4714","0.1163","-3.4186","7870881061.68","7348193239.53","低估值","中","中性","0.5","ok"
"000503.SZ","000503","国新健康","计算机","-15.95","6.7688","18.5235","-78.1378","6492443889.36","6492050916","高估值","中","风险","-1.5","ok"
"000506.SZ","000506","招金黄金","有色金属","33.3456","13.1031","19.1634","548.5179","11649882722.94","11645985290.94","高估值","大","中性","-0.5","ok"
"000534.SZ","000534","万泽股份","医药生物","67.5197","7.9327","10.3595","123.3373","13625327317.84","13437867216.34","中性","大","中性","0.5","ok"
"000543.SZ","000543","皖能电力","公用事业","8.2986","1.0161","0.6636","3.6413","17840214414.97","17840214414.97","低估值","大","稳健","1.5","ok"
"000550.SZ","000550","江铃汽车","汽车","11.5148","1.1687","0.3497","5.1713","14070388200","8450949508","低估值","大","稳健","1.5","ok"
"000552.SZ","000552","甘肃能化","煤炭","-70.1595","0.8252","1.6087","14.8259","13486578275.52","9389050125.84","高估值","大","中性","-0.5","ok"
"000555.SZ","000555","神州信息","计算机","164.9809","1.6505","0.7352","6.1486","9386950083.94","9375955866.94","高估值","中","中性","-0.5","ok"
"000563.SZ","000563","陕国投A","未映射","10.7635","0.8307","5.1627","-41.5635","15444190481.16","15444190481.16","低估值","大","中性","0.5","ok"
"000567.SZ","000567","海德股份","非银金融","17.0406","2.0021","11.7107","9.8161","12059833596.35","12022490769.61","低估值","大","稳健","1.5","ok"
"000581.SZ","000581","威孚高科","汽车","15.2559","0.8194","1.3622","11.1246","16599710348.81","13631353983.83","低估值","大","稳健","1.5","ok"
"000600.SZ","000600","建投能源","公用事业","7.0917","1.156","0.6419","2.4895","14425875008","8720407008","低估值","大","稳健","1.5","ok"
"000603.SZ","000603","盛达资源","有色金属","23.8115","4.0202","5.7644","13.1751","14372061477.18","13887701757.97","中性","大","中性","0.5","ok"
"000612.SZ","000612","焦作万方","有色金属","9.098","1.677","1.9092","8.3472","12923441430.96","12923441430.96","低估值","大","稳健","1.5","ok"
"000620.SZ","000620","盈新发展","房地产","-15.4928","5.0312","10.8176","134.583","18437499225.6","14669291279.1","高估值","大","中性","-0.5","ok"
"000628.SZ","000628","高新发展","建筑装饰","124.3949","6.1222","2.7958","625.6023","13464141600","7347358718.7","高估值","大","中性","-0.5","ok"
"000636.SZ","000636","风华高科","电子","205.1966","5.0515","10.5145","326.4559","63057219999.5","63057214549.5","高估值","大","中性","-0.5","ok"
"000650.SZ","000650","仁和药业","医药生物","21.2298","1.2143","2.1303","9.1416","7839654110.4","7455760670.4","低估值","中","稳健","1.5","ok"
"000672.SZ","000672","上峰材料","未映射","29.5776","1.9191","3.9081","17.8669","17439424145.5","17439424145.5","中性","大","中性","0.5","ok"
"000676.SZ","000676","智度股份","传媒","49.6787","1.6625","1.7554","106.8189","7117809064.75","7113511205.8","中性","中","中性","0.5","ok"
"000680.SZ","000680","山推股份","机械设备","12.0128","2.3544","0.9972","12.6764","15241448937.92","13357134108.64","低估值","大","稳健","1.5","ok"
"000681.SZ","000681","视觉中国","传媒","39.6092","3.1415","15.5515","166.1241","12042926124.84","11622761389.17","中性","大","中性","0.5","ok"
"000682.SZ","000682","东方电子","电力设备","15.4451","2.5782","1.868","21.2093","15860800492.81","15859289352.27","低估值","大","稳健","1.5","ok"
"000685.SZ","000685","中山公用","环保","7.6104","0.8537","3.539","23.5169","16423911344.7","13949251908.6","低估值","大","稳健","1.5","ok"
"000686.SZ","000686","东北证券","非银金融","11.4523","0.9198","3.512","1.858","19004477669.8","19004477669.8","低估值","大","稳健","1.5","ok"
"000688.SZ","000688","国城矿业","有色金属","49.743","11.3823","6.3063","20.67","34153651286.92","34153526784.52","高估值","大","中性","-0.5","ok"
"000690.SZ","000690","宝新能源","公用事业","9.82","0.7763","1.161","5.0023","10161396315.54","10154766494","低估值","中","稳健","1.5","ok"
"000712.SZ","000712","锦龙股份","非银金融","20.63","2.808","7.1444","2.9104","7499520000","7497294626.25","低估值","中","稳健","1.5","ok"
"000719.SZ","000719","中原传媒","传媒","8.8956","0.9896","1.3153","5.4975","12247748875.53","7985756089.71","低估值","大","稳健","1.5","ok"
"000727.SZ","000727","冠捷科技","电子","-11.4063","5.679","0.1875","-6.0936","10236821374.8","10236821374.8","高估值","中","风险","-1.5","ok"
"000758.SZ","000758","中色股份","有色金属","23.1382","1.8104","1.0465","34.0446","11285794403.1","11242209935.25","低估值","大","稳健","1.5","ok"
"000762.SZ","000762","西藏矿业","有色金属","5202.6319","3.9154","23.9741","33.8126","11520521588.8","11520109670.16","高估值","大","中性","-0.5","ok"
"000766.SZ","000766","通化金马","医药生物","520.6978","7.1456","14.1576","159.3107","16575384225.05","16567031729.15","高估值","大","中性","-0.5","ok"
"000767.SZ","000767","晋控电力","公用事业","52.9053","1.737","0.6795","5.028","10492372966.79","9930760346.76","中性","中","中性","0.5","ok"
"000778.SZ","000778","新兴铸管","钢铁","14.5171","0.5487","0.3796","2.8932","14624142631.65","14367090239.1","低估值","大","稳健","1.5","ok"
"000791.SZ","000791","甘肃能源","公用事业","11.5795","1.533","2.5857","4.4425","23842222103.7","14226897302.1","低估值","大","稳健","1.5","ok"
"000795.SZ","000795","英洛华","有色金属","36.9","3.3992","2.2958","1143.5805","9242555911.92","9242541943.56","中性","中","中性","0.5","ok"
"000801.SZ","000801","四川九洲","家用电器","65.1908","3.6018","2.6059","-28.4104","11220225339.36","11216288298.72","中性","大","中性","-0.5","ok"
"000810.SZ","000810","创维数字","家用电器","47.0499","1.8384","1.2743","-6.5982","12111559446.87","11694683022.75","中性","大","中性","-0.5","ok"
"000811.SZ","000811","冰轮环境","机械设备","85.0033","7.6493","6.8424","62.4022","49971266544.75","49262222538.35","高估值","大","中性","-0.5","ok"
"000813.SZ","000813","德展健康","医药生物","-20.2249","1.5724","18.2631","2615.4656","7235014113","7233823863","高估值","中","中性","-0.5","ok"
"000828.SZ","000828","东莞控股","交通运输","11.6715","0.9907","6.7305","3.7943","10374379580.16","10374379580.16","低估值","中","稳健","1.5","ok"
"000829.SZ","000829","天音控股","商贸零售","-462.0977","2.9326","0.0873","-4.6085","8498082631.02","8490034956.01","高估值","中","风险","-1.5","ok"
"000833.SZ","000833","粤桂股份","综合","27.8135","3.8738","4.8008","42.2603","16097790175.47","9105799661.82","中性","大","中性","0.5","ok"
"000837.SZ","000837","秦川机床","机械设备","196.4955","1.9817","2.3293","35.3273","9760811284.98","9610627834.98","高估值","中","中性","-0.5","ok"
"000848.SZ","000848","承德露露","食品饮料","13.0728","2.3252","2.6062","8.16","8629200626.04","8554278866.04","低估值","中","稳健","1.5","ok"
"000860.SZ","000860","顺鑫农业","食品饮料","-25.3238","1.1765","1.2668","136.262","8077842510.21","8077842510.21","高估值","中","中性","-0.5","ok"
"000875.SZ","000875","电投绿能","公用事业","107.8117","1.0175","1.3895","2.5443","17882444186.18","16477930279.31","高估值","大","中性","-0.5","ok"
"000880.SZ","000880","潍柴重机","汽车","40.3673","4.9327","1.5036","26.8168","10645330878","5210265060","中性","中","中性","0.5","ok"
"000885.SZ","000885","城发环境","环保","6.3588","0.8294","1.2208","4.013","8122289925.75","8122289925.75","低估值","中","稳健","1.5","ok"
"000899.SZ","000899","赣能股份","公用事业","9.443","1.4412","1.1741","3.6111","9590912380.8","9590912380.8","低估值","中","稳健","1.5","ok"
"000901.SZ","000901","航天科技","汽车","131.2317","2.7474","2.3691","331.3622","11669704555.72","11669587230.22","高估值","大","中性","-0.5","ok"
"000902.SZ","000902","新洋丰","基础化工","10.2656","1.3324","0.8679","9.5183","16386827150.1","14924749467.02","低估值","大","稳健","1.5","ok"
"000913.SZ","000913","钱江摩托","汽车","6.7755","1.0827","1.1306","-12.2117","5769464560","5700325318","低估值","中","中性","0.5","ok"
"000917.SZ","000917","电广传媒","传媒","225.3721","0.9201","2.1086","21.6674","9469276337.84","9468628544.84","高估值","中","中性","-0.5","ok"
"000923.SZ","000923","河钢资源","钢铁","19.5672","0.9041","1.6477","8.6483","9079459847.51","8734107834.14","低估值","中","稳健","1.5","ok"
"000927.SZ","000927","中国铁物","机械设备","29.6175","1.505","0.442","-104.0556","14823366420.45","14823358923.45","中性","大","中性","-0.5","ok"
"000928.SZ","000928","中钢国际","建筑装饰","16.3686","0.8345","0.5404","2.7326","7173223105","7173135355","低估值","中","稳健","1.5","ok"
"000930.SZ","000930","中粮科技","农林牧渔","-70.1388","0.8332","0.5098","7.3975","8669585989.32","8669145533.6","高估值","中","中性","-0.5","ok"
"000935.SZ","000935","四川双马","非银金融","89.2869","2.7423","18.7073","79.9903","21475576567.29","21475576567.29","高估值","大","中性","-0.5","ok"
"000950.SZ","000950","重药控股","医药生物","22.1523","0.8178","0.1164","-24.1189","9574429556.64","9574429556.64","低估值","中","中性","0.5","ok"
"000962.SZ","000962","东方钽业","有色金属","122.9161","7.8619","18.716","-56.6436","31478822706.88","30029647523.2","高估值","大","风险","-1.5","ok"
"000966.SZ","000966","长源电力","公用事业","125.5006","1.0452","1.0104","6.0934","14063381464.64","14063381464.64","高估值","大","中性","-0.5","ok"
"000969.SZ","000969","安泰科技","有色金属","48.018","3.1137","2.1423","36.6549","18321058283.68","18161141750.24","中性","大","中性","0.5","ok"
"000970.SZ","000970","中科三环","有色金属","198.4397","2.8612","2.727","-102.5341","18697862388.74","18697862388.74","高估值","大","风险","-1.5","ok"
"000973.SZ","000973","佛塑科技","基础化工","47.4406","3.3418","10.0169","-273.1383","30580465369.04","12034744247.24","中性","大","中性","-0.5","ok"
"000990.SZ","000990","诚志股份","基础化工","164.2216","0.6474","1.0692","12.3714","11617670834.6","11617662230.6","高估值","大","中性","-0.5","ok"
"000998.SZ","000998","隆平高科","农林牧渔","318.1492","1.7417","1.4793","13.6658","11799667929.83","10554717342.84","高估值","大","中性","-0.5","ok"
"001227.SZ","001227","兰州银行","银行","6.5384","0.3904","1.5426","0.5059","12017921024.48","8898925065.41","低估值","大","稳健","1.5","ok"
"001233.SZ","001233","海安集团","汽车","17.0467","1.6993","3.5811","20.5733","8015450695.4","1625435773.7","低估值","中","稳健","1.5","ok"
"001236.SZ","001236","弘业期货","非银金融","466.3869","3.8093","23.5379","2.1009","7135066668.24","5367190668.24","高估值","中","中性","-0.5","ok"
"001267.SZ","001267","汇绿生态","建筑装饰","384.3914","19.462","19.3696","-123.431","31949639519.6","24768251910.6","高估值","大","风险","-1.5","ok"
"001287.SZ","001287","中电港","电子","56.553","3.6571","0.2435","-1.4123","20251337585.05","20251337585.05","中性","大","中性","-0.5","ok"
"001301.SZ","001301","尚太科技","电力设备","21.3619","2.6386","2.2274","34.8854","18956394678.3","13522026382.14","低估值","大","稳健","1.5","ok"
"001337.SZ","001337","四川黄金","有色金属","23.3975","7.0717","11.4492","15.1454","14868000000","14868000000","中性","大","中性","0.5","ok"
"001339.SZ","001339","智微智能","计算机","122.9569","12.3867","6.4478","-20.6575","29259495639.22","14443069649.91","高估值","大","风险","-1.5","ok"
"001359.SZ","001359","平安电工","基础化工","108.1028","12.787","21.2677","189.5011","26432902435.54","6608355113.1","高估值","大","中性","-0.5","ok"
"001369.SZ","001369","双欣材料","基础化工","25.038","1.9103","3.6535","33.2303","13488720000","2439652372.08","中性","大","中性","0.5","ok"
"001382.SZ","001382","新亚电缆","电力设备","65.7623","3.8433","2.0424","-22.2391","6303600000","963900000","中性","中","中性","-0.5","ok"
"001896.SZ","001896","豫能控股","公用事业","60.7712","6.4016","2.1171","7.4108","22810430883.5","22810430883.5","中性","大","中性","0.5","ok"
"001914.SZ","001914","招商积余","房地产","14.0938","0.8597","0.4812","8.3038","9420255530.52","9420221558.52","低估值","中","稳健","1.5","ok"
"002003.SZ","002003","伟星股份","纺织服饰","17.0124","2.3198","2.2304","9.4589","10842673635.36","9321559916.16","低估值","大","稳健","1.5","ok"
"002004.SZ","002004","华邦健康","医药生物","12.8292","0.8437","0.762","3.8594","8771042016.13","8343118360.47","低估值","中","稳健","1.5","ok"
"002006.SZ","002006","精工科技","机械设备","37.412","2.8712","4.0375","29.4778","7178347406.4","7178347406.4","中性","中","中性","0.5","ok"
"002010.SZ","002010","传化智联","交通运输","19.4203","0.7047","0.5559","9.8591","12797463104.04","12766414777.78","低估值","大","稳健","1.5","ok"
"002011.SZ","002011","盾安环境","家用电器","10.3959","1.6093","0.8403","7.331","10983200360.58","10829908986.26","低估值","大","稳健","1.5","ok"
"002015.SZ","002015","协鑫能科","公用事业","51.7993","1.8788","2.3416","6.8895","22710311349.86","22710311349.86","中性","大","中性","0.5","ok"
"002017.SZ","002017","东信和平","通信","45.456","4.0282","5.6682","28.236","7528201859.73","7523713889.54","中性","中","中性","0.5","ok"
"002019.SZ","002019","亿帆医药","医药生物","35.7715","1.4303","2.5136","22.6852","12723440289.1","8812741470.3","中性","大","中性","0.5","ok"
"002020.SZ","002020","京新药业","医药生物","17.3477","2.1632","3.2659","16.4715","13182356133.4","11083955208.85","低估值","大","稳健","1.5","ok"
"002023.SZ","002023","海特高新","国防军工","-13.8958","1.9705","4.5513","12.6344","7334516326.5","7334516326.5","高估值","中","中性","-0.5","ok"
"002036.SZ","002036","联创电子","电子","-5.8047","6.6834","0.8342","18.417","6451348141.6","6438353427.5","高估值","中","中性","-0.5","ok"
"002041.SZ","002041","登海种业","农林牧渔","75.259","2.0532","6.3014","24.932","7585600000","7585600000","中性","中","中性","0.5","ok"
"002043.SZ","002043","兔宝宝","建筑材料","12.6151","2.7408","1.0165","8.3094","9450903527.2","9197690683.14","低估值","中","稳健","1.5","ok"
"002045.SZ","002045","国光电器","电子","-24.9326","1.0066","0.5533","83.2025","4263622140.56","4257874605.56","高估值","中","中性","-0.5","ok"
"002046.SZ","002046","国机精工","机械设备","189.0735","7.0562","10.406","-643.1862","30777355019.6","30432215994.6","高估值","大","风险","-1.5","ok"
"002048.SZ","002048","宁波华翔","汽车","39.9982","1.4514","0.6936","6.7597","17405474330.46","15176090429.06","中性","大","中性","0.5","ok"
"002051.SZ","002051","中工国际","建筑装饰","38.8135","0.8955","0.8834","17.7","10412841901.05","10412237243.25","中性","中","中性","0.5","ok"
"002053.SZ","002053","云南能投","公用事业","39.0735","1.1337","3.9519","5.8762","8645649666.96","8645588397.21","中性","中","中性","0.5","ok"
"002060.SZ","002060","广东建工","公用事业","11.3635","0.8448","0.1788","-6.0763","12239321968.92","5094775791.6","低估值","大","中性","0.5","ok"
"002061.SZ","002061","浙江交科","建筑装饰","10.0142","0.6005","0.2074","5.3094","9627478308","9356896440","低估值","中","稳健","1.5","ok"
"002063.SZ","002063","远光软件","计算机","33.2911","2.5149","3.8698","32.4537","10037077561.08","9270409210.12","中性","中","中性","0.5","ok"
"002073.SZ","002073","软控股份","机械设备","15.4166","0.865","0.6728","16.2519","5511182439.14","5455378389.14","低估值","中","稳健","1.5","ok"
"002075.SZ","002075","沙钢股份","钢铁","30.6975","1.1598","0.5985","7.237","7678389057.5","7678376720","中性","中","中性","0.5","ok"
"002077.SZ","002077","大港股份","电子","122.5563","2.7489","23.58","73.9661","9302986663.39","9302986663.39","高估值","中","中性","-0.5","ok"
"002081.SZ","002081","金螳螂","建筑装饰","25.5253","0.7433","0.6226","18.0654","10355762387.1","10312549119.6","中性","中","中性","0.5","ok"
"002091.SZ","002091","江苏国泰","商贸零售","9.5862","0.7566","0.301","4.8977","12110294340.96","11921648208.24","低估值","大","稳健","1.5","ok"
"002093.SZ","002093","国脉科技","社会服务","95.6504","1.6574","10.7654","28.8905","6367400000","6367400000","高估值","中","中性","-0.5","ok"
"002096.SZ","002096","易普力","基础化工","15.5957","1.4107","1.1858","15.3459","11461672714.8","11461653227.64","低估值","大","稳健","1.5","ok"
"002097.SZ","002097","山河智能","机械设备","106.9024","1.5946","1.0171","21.8374","7468589984.8","7454773600.25","高估值","中","中性","-0.5","ok"
"002099.SZ","002099","海翔药业","医药生物","-115.4987","1.7265","4.5845","-97.1886","8530629383.31","8520763943.31","高估值","中","风险","-1.5","ok"
"002100.SZ","002100","天康生物","农林牧渔","-90.484","1.3296","0.5455","9.2289","9119880120.2","9119880120.2","高估值","中","中性","-0.5","ok"
"002101.SZ","002101","广东鸿图","汽车","19.5569","0.7616","0.6694","9.7257","6064830550.65","6059241620.85","低估值","中","稳健","1.5","ok"
"002104.SZ","002104","恒宝股份","通信","483.8128","3.1597","9.0498","51.5066","6743493466.08","5709159060.64","高估值","中","中性","-0.5","ok"
"002110.SZ","002110","三钢闽光","钢铁","-50.772","0.3787","0.1684","1.804","7335810205.54","7335810205.54","高估值","中","中性","-0.5","ok"
"002121.SZ","002121","科陆电子","电力设备","-31.165","23.1963","1.2846","-74.2593","8228948991.36","6945342964.08","高估值","中","风险","-1.5","ok"
"002123.SZ","002123","梦网科技","通信","-25.9875","4.5148","2.8043","560.1687","6870254692.7","6146138463.27","高估值","中","中性","-0.5","ok"
"002125.SZ","002125","湘潭电化","电力设备","27.7023","2.1773","3.8537","37.0446","7409484544.77","7409484544.77","中性","中","中性","0.5","ok"
"002127.SZ","002127","南极电商","商贸零售","-30.6762","1.8533","3.0434","47.7323","7217318984.82","5864515011.18","高估值","中","中性","-0.5","ok"
"002139.SZ","002139","拓邦股份","电子","55.9398","1.7492","1.1075","56.3009","12243919582.16","10518102297.54","中性","大","中性","0.5","ok"
"002145.SZ","002145","钛能化学","基础化工","51.9818","1.4002","2.142","48.8385","16977757936.18","16976875190.68","中性","大","中性","0.5","ok"
"002149.SZ","002149","西部材料","有色金属","230.9097","4.9863","6.0293","98.9204","18566788840.22","18563936590.22","高估值","大","中性","-0.5","ok"
"002151.SZ","002151","北斗星通","国防军工","-74.646","3.303","6.3649","61.8473","15972439060.46","13027620595.04","高估值","大","中性","-0.5","ok"
"002158.SZ","002158","汉钟精机","机械设备","35.9558","3.8094","5.6476","22.2895","16993533137.42","16956753666.72","中性","大","中性","0.5","ok"
"002163.SZ","002163","海南发展","建筑装饰","-14.4817","11.243","1.9147","-47.0182","6683616727.97","6356071601.25","高估值","中","风险","-1.5","ok"
"002170.SZ","002170","芭田股份","基础化工","10.3695","2.5978","1.995","6.8187","10518612503.88","8532484051","低估值","中","稳健","1.5","ok"
"002171.SZ","002171","楚江新材","有色金属","42.8097","1.8823","0.2567","-13.8721","16764948217.76","16669949385.1","中性","大","中性","-0.5","ok"
"002174.SZ","002174","游族网络","传媒","-45.7933","2.7075","8.7993","99.5134","12286829526.18","12279908386.68","高估值","大","中性","-0.5","ok"
"002176.SZ","002176","江特电机","电力设备","-27.3537","4.6812","7.331","374.3871","13838300461.91","13818106561.91","高估值","大","中性","-0.5","ok"
"002181.SZ","002181","粤传媒","传媒","135.1487","2.3209","16.5042","143.009","9868994479","9643565384","高估值","中","中性","-0.5","ok"
"002182.SZ","002182","宝武镁业","有色金属","-285.3187","2.2497","1.1869","37.1437","11881662804.94","10368753673.7","高估值","大","中性","-0.5","ok"
"002183.SZ","002183","怡亚通","商贸零售","-37.0689","1.3267","0.1845","14.0938","12024152091.33","12024082641.33","高估值","大","中性","-0.5","ok"
"002192.SZ","002192","融捷股份","有色金属","32.1263","4.4507","15.3763","91.068","17246298583.26","17210596172.76","中性","大","中性","0.5","ok"
"002194.SZ","002194","武汉凡谷","通信","-276.5368","2.3198","4.3382","806.3729","5746433628.46","4296491128.5","高估值","中","中性","-0.5","ok"
"002204.SZ","002204","大连重工","机械设备","16.3763","1.2463","0.6242","6.0323","10023810466.08","10023810466.08","低估值","中","稳健","1.5","ok"
"002212.SZ","002212","天融信","计算机","154.6566","0.6794","2.6306","146.9541","6475201795.71","6405973192.17","高估值","中","中性","-0.5","ok"
"002215.SZ","002215","诺普信","农林牧渔","11.6251","1.8485","1.4293","6.7871","9021611613.8","7257772199.66","低估值","中","稳健","1.5","ok"
"002216.SZ","002216","三全食品","食品饮料","18.8463","2.3402","1.6843","17.0445","11411808943.04","8183921009.22","低估值","大","稳健","1.5","ok"
"002221.SZ","002221","东华能源","石油石化","-10.5543","0.8592","0.3336","84.4151","8574135052.48","7947240849.28","高估值","中","中性","-0.5","ok"
"002222.SZ","002222","福晶科技","电子","111.6983","17.957","26.4105","90.0521","32828152500","32681671154.34","高估值","大","中性","-0.5","ok"
"002226.SZ","002226","江南化工","基础化工","16.7068","1.2671","1.2246","11.5382","12291002047.2","12290979914.4","低估值","大","稳健","1.5","ok"
"002233.SZ","002233","塔牌集团","建筑材料","14.1041","0.7124","2.1626","10.4808","8688713759.2","8682867389.2","低估值","中","稳健","1.5","ok"
"002237.SZ","002237","恒邦股份","有色金属","27.4814","1.3478","0.1438","-13.6356","18160624181.6","15142921301.6","中性","大","中性","-0.5","ok"
"002239.SZ","002239","奥特佳","汽车","45.9548","1.5097","1.0971","9.1773","8717321306.72","6652266762.4","中性","中","中性","0.5","ok"
"002243.SZ","002243","力合科创","社会服务","48.2002","1.1636","3.4672","-443.953","8486335575.19","8441037452.9","中性","中","中性","-0.5","ok"
"002245.SZ","002245","蔚蓝锂芯","电力设备","45.8693","4.4767","4.1079","24.1911","35074917260.76","32999559029.32","中性","大","中性","0.5","ok"
"002246.SZ","002246","北化股份","基础化工","32.7444","3.2011","3.5428","31.7431","10014394642.56","10014394642.56","中性","中","中性","0.5","ok"
"002249.SZ","002249","大洋电机","电力设备","15.6856","1.6962","1.4226","9.1731","17210960923.72","12996309699.26","低估值","大","稳健","1.5","ok"
"002250.SZ","002250","联化科技","基础化工","35.3317","2.1408","2.1258","13.7795","14631938508.42","14552305792.56","中性","大","中性","0.5","ok"
"002251.SZ","002251","步步高","商贸零售","88.0618","1.1425","2.2186","11.0357","9706205877.29","7770424349.59","高估值","中","中性","-0.5","ok"
"002254.SZ","002254","泰和新材","基础化工","239.0626","1.5808","3.1166","34.8096","11184596238.15","11100931709.4","高估值","大","中性","-0.5","ok"
"002258.SZ","002258","利尔化学","基础化工","25.1145","1.3826","1.1988","10.0816","11070046863.24","11052223685.85","中性","大","中性","0.5","ok"
"002267.SZ","002267","陕天然气","公用事业","15.9328","1.1264","0.9637","7.7472","7906856413.95","7906856413.95","低估值","中","稳健","1.5","ok"
"002268.SZ","002268","电科网安","计算机","333.9817","2.2182","5.5051","131.8068","12194072316.86","12188569644.86","高估值","大","中性","-0.5","ok"
"002270.SZ","002270","华明装备","电力设备","22.9863","5.1653","6.5875","25.393","16123095503.69","16122837131.31","中性","大","中性","0.5","ok"
